#{"t_start": 1782840714.3012211, "env_id": "None"}
r,l,t
-4672.318569,40,2771.118863
-4988.490483,40,2771.188268
-5176.346079,40,2771.257529
-4288.298636,40,2771.326651
-4288.795111,40,2771.396766
-4517.278633,40,2771.467077
-4517.248368,40,2771.535414
-4986.79455,40,2771.605816
-4720.415707,40,2771.678274
-4503.15988,40,2771.746772
-4987.897409,40,2771.814705
-4669.056296,40,2771.882997
-4721.358211,40,2771.951811
-4812.198626,40,2772.020407
-4988.304474,40,2772.089417
-4721.40175,40,2772.157797
-4714.207321,40,2772.226517
-4987.662699,40,2772.29471
-4997.953865,40,2772.365909
-4791.893545,40,2772.436628
-4043.700919,40,2772.505805
-4042.145236,40,2772.57325
-4908.236157,40,2772.641412
-4563.908896,40,2772.708718
-4721.227008,40,2772.779836
-4685.34155,40,2772.850056
-4672.69681,40,2772.920684
-4039.352052,40,2772.989188
-4288.339157,40,2773.059032
-4566.53227,40,2773.126047
-4028.3875,40,2773.193186
-4881.508535,40,2773.261191
-4028.230362,40,2773.32867
-4421.825536,40,2773.399106
-4565.899319,40,2773.468136
-4422.844689,40,2773.537249
-4243.305461,40,2773.604798
-4720.803483,40,2773.67299
-4720.915923,40,2773.742682
-4028.315208,40,2773.810231
-4517.098969,40,2773.878412
-4721.280208,40,2773.946997
-4027.428617,40,2774.01442
-4422.094453,40,2774.083258
-4915.761228,40,2774.150996
-4566.687752,40,2774.220413
-4998.374955,40,2774.288608
-4565.725542,40,2774.360317
-4564.112667,40,2774.431645
-4658.580597,40,2774.501075
-4699.42001,40,2774.570302
-4699.028046,40,2774.639134
-4383.28593,40,2774.70796
-4564.210733,40,2774.777694
-4995.197608,40,2774.847786
-4566.398035,40,2774.91711
-4916.167244,40,2774.986441
-4382.675083,40,2775.054905
-4948.366696,40,2775.125877
-4565.754059,40,2775.194449
-4635.315455,40,2775.263691
-4516.073287,40,2775.33201
-4638.210835,40,2775.403444
-4545.477893,40,2775.47169
-4538.011964,40,2775.540164
-4546.17301,40,2775.607904
-4496.680398,40,2775.675442
-4497.401348,40,2775.743434
-4544.737969,40,2775.813529
-4638.241578,40,2775.882321
-4545.555759,40,2775.951378
-4221.377747,40,2776.020519
-4270.371555,40,2776.088346
-4685.955229,40,2776.15656
-5389.218593,40,2776.224075
-5016.29289,40,2776.293727
-4363.410326,40,2776.363502
-4383.384794,40,2776.434943
-4219.347368,40,2776.504634
-4291.19415,40,2776.57346
-4270.065594,40,2776.640402
-4658.619945,40,2776.708671
-4636.382196,40,2776.779918
-4545.854815,40,2776.850574
-4546.426749,40,2776.919742
-4544.005488,40,2776.987891
-4636.597842,40,2777.055843
-4544.766552,40,2777.123097
-4502.465401,40,2777.193483
-4698.952174,40,2777.261434
-4362.101324,40,2777.330599
-4269.36552,40,2777.402206
-4270.125177,40,2777.471647
-4895.059931,40,2777.540715
-4565.546896,40,2777.61061
-4545.317659,40,2777.67864
-4120.895443,40,2777.798335
-5244.289416,40,2777.873766
-4291.731321,40,2777.946475
-3663.421337,40,2778.017256
-3705.023861,40,2778.087376
-4383.426755,40,2778.156499
-4438.447474,40,2778.22427
-5173.880338,40,2778.293072
-4447.604396,40,2778.362123
-4490.85006,40,2778.43214
-4469.139209,40,2778.501579
-4790.76776,40,2778.570225
-4465.612573,40,2778.641055
-4950.34481,40,2778.709671
-4977.589122,40,2778.778628
-4817.002223,40,2778.852181
-4896.255871,40,2778.921638
-4978.616385,40,2778.988495
-4976.751744,40,2779.057868
-4743.410099,40,2779.125577
-4975.162463,40,2779.194988
-5295.835319,40,2779.26362
-4583.413922,40,2779.334754
-4977.172644,40,2779.403769
-4817.441099,40,2779.472808
-4815.280299,40,2779.541061
-4815.942592,40,2779.609442
-4767.298753,40,2779.677521
-4815.910405,40,2779.745862
-4999.311136,40,2779.815224
-5006.067711,40,2779.883841
-4970.831682,40,2779.953095
-4815.899492,40,2780.023345
-5779.245626,40,2780.091338
-5145.573582,40,2780.15871
-4894.371005,40,2780.22693
-4894.217862,40,2780.295444
-4413.511891,40,2780.364946
-5825.952547,40,2780.435907
-5673.554351,40,2780.504457
-5648.207743,40,2780.571564
-4894.452755,40,2780.639192
-4841.827758,40,2780.70878
-4841.70665,40,2780.776496
-5348.921602,40,2780.845183
-5430.535253,40,2780.913989
-5673.410651,40,2780.982944
-4841.363965,40,2781.051059
-4118.285908,40,2781.119614
-4414.510563,40,2781.187116
-4582.135085,40,2781.2555
-4894.024305,40,2781.322865
-4180.938712,40,2781.393902
-4893.97782,40,2781.462415
-4520.721472,40,2781.531878
-4187.140831,40,2781.600164
-3585.49173,40,2781.669103
-4283.949318,40,2781.736636
-3791.328723,40,2781.805878
-4933.309593,40,2781.873272
-4992.483208,40,2781.942646
-4993.565778,40,2782.011917
-5120.285047,40,2782.083049
-4027.211819,40,2782.151734
-3952.867061,40,2782.21947
-3954.163686,40,2782.287878
-4522.044431,40,2782.355822
-4499.713197,40,2782.426274
-4992.413241,40,2782.494281
-4381.354058,40,2782.563369
-5153.716386,40,2782.632362
-3583.888352,40,2782.701182
-4723.738615,40,2782.771759
-3746.897549,40,2782.842777
-4430.307648,40,2782.912824
-5526.166202,40,2782.982982
-4991.740151,40,2783.051553
-4669.229635,40,2783.120125
-4302.199694,40,2783.187214
-4723.859914,40,2783.256855
-3952.203833,40,2783.324793
-5527.465108,40,2783.394882
-4676.628459,40,2783.467556
-4675.672468,40,2783.53815
-5056.569,40,2783.609191
-4186.919361,40,2783.679663
-4186.078708,40,2783.750599
-3771.106204,40,2783.82053
-4208.632408,40,2783.892652
-4498.487473,40,2783.976205
-5241.05382,40,2784.046372
-4559.756086,40,2784.115118
-4861.973258,40,2784.188414
-4541.447885,40,2784.25702
-4115.67053,40,2784.324972
-4562.510636,40,2784.393488
-5585.823818,40,2784.461786
-5192.104882,40,2784.53095
-4832.544462,40,2784.599015
-4543.83483,40,2784.667694
-3748.876556,40,2784.735067
-4036.017867,40,2784.802685
-4563.512088,40,2784.873337
-4390.499443,40,2784.941758
-4810.674168,40,2785.008804
-4390.98097,40,2785.077523
-4182.909648,40,2785.146306
-4942.170914,40,2785.216878
-4261.52038,40,2785.285934
-4947.409652,40,2785.355595
-4521.308487,40,2785.423872
-4949.662011,40,2785.493234
-5212.042288,40,2785.566214
-4521.168882,40,2785.634407
-3499.304748,40,2785.703162
-4503.99229,40,2785.771101
-4316.443482,40,2785.839435
-4529.848095,40,2785.90961
-4508.687481,40,2785.979012
-4775.757371,40,2786.047581
-4509.567362,40,2786.116637
-4306.214154,40,2786.183987
-3792.135459,40,2786.254951
-3478.20137,40,2786.322578
-3697.738765,40,2786.392325
-4013.78123,40,2786.459955
-3770.024705,40,2786.528559
-3902.64153,40,2786.59679
-4039.50797,40,2786.665248
-4056.785944,40,2786.733109
-4955.244874,40,2786.800889
-3749.631964,40,2786.869948
-4255.317498,40,2786.940471
-3974.114668,40,2787.009633
-4530.135023,40,2787.079064
-3770.968082,40,2787.147546
-3790.985866,40,2787.215628
-4327.207597,40,2787.284541
-3994.77915,40,2787.352073
-3921.943541,40,2787.426268
-4530.083401,40,2787.494918
-3791.302348,40,2787.563859
-3629.542105,40,2787.63637
-3790.542003,40,2787.705286
-4412.318141,40,2787.77332
-4119.824124,40,2787.846549
-4529.299523,40,2787.91847
-4218.571697,40,2787.985867
-3807.295329,40,2788.053579
-3808.074574,40,2788.121522
-3916.34586,40,2788.18916
-3983.514097,40,2788.257341
-4718.0367,40,2788.327898
-4718.955257,40,2788.39683
-4654.749349,40,2788.465733
-4653.629115,40,2788.533236
-4450.687236,40,2788.601574
-4401.445954,40,2788.669084
-5638.037547,40,2788.737432
-4451.641681,40,2788.806026
-4119.434964,40,2788.879244
-4118.728666,40,2788.948445
-4654.665755,40,2789.021142
-3983.629323,40,2789.08923
-3982.579938,40,2789.157655
-4514.763653,40,2789.225972
-3915.963314,40,2789.294652
-3916.045519,40,2789.363291
-4515.842409,40,2789.431407
-4515.938413,40,2789.5014
-3916.577694,40,2789.56881
-4451.450085,40,2789.637046
-4451.354662,40,2789.70916
-4451.207615,40,2789.779359
-3915.963043,40,2789.847407
-3983.57146,40,2789.915768
-4451.384549,40,2789.983628
-4451.599659,40,2790.053054
-3916.246411,40,2790.121154
-4398.730554,40,2790.190021
-4450.798033,40,2790.258771
-4514.748162,40,2790.328515
-3916.474272,40,2790.399429
-4332.596026,40,2790.467947
-5423.79307,40,2790.535812
-4400.417168,40,2790.603039
-4399.82128,40,2790.671572
-4342.442636,40,2790.738739
-4874.754998,40,2790.807023
-4773.205832,40,2790.875581
-4449.71287,40,2790.957637
-3983.46629,40,2791.029286
-4450.126089,40,2791.10677
-3915.002906,40,2791.184915
-3916.277479,40,2791.254872
-6086.610085,40,2791.335018
-5357.863309,40,2791.402397
-4401.184546,40,2791.470711
-3845.835131,40,2791.537889
-4795.986043,40,2791.60689
-4356.142991,40,2791.675183
-4481.42302,40,2791.744357
-4585.239626,40,2791.814151
-5114.351785,40,2791.882839
-4640.427613,40,2791.950217
-3845.148196,40,2792.018584
-4355.033482,40,2792.086334
-4072.000368,40,2792.155249
-4379.194657,40,2792.222747
-5163.469368,40,2792.294342
-4303.998194,40,2792.363335
-4904.574878,40,2792.432793
-3843.612069,40,2792.503488
-4379.863023,40,2792.570792
-4071.306157,40,2792.639456
-4287.056378,40,2792.70794
-5752.000349,40,2792.777055
-4885.881976,40,2792.853853
-4287.734859,40,2792.927451
-4580.62882,40,2792.996115
-4334.699662,40,2793.065276
-3799.991417,40,2793.132962
-4334.419203,40,2793.2056
-4266.050681,40,2793.273629
-6012.387156,40,2793.34305
-5421.973619,40,2793.41231
-5010.016911,40,2793.480882
-4860.386795,40,2793.549229
-4879.620885,40,2793.617135
-4577.10015,40,2793.688179
-4407.11201,40,2793.790375
-4355.14356,40,2793.86304
-4355.569119,40,2793.935418
-4747.982486,40,2794.00561
-4481.179234,40,2794.075632
-5091.225635,40,2794.144921
-3659.777799,40,2794.213311
-3885.697642,40,2794.282044
-3819.971985,40,2794.350927
-4155.360159,40,2794.421094
-4880.316568,40,2794.489793
-4285.200708,40,2794.558047
-4492.230317,40,2794.628716
-3821.181815,40,2794.696869
-4263.077183,40,2794.765668
-4263.606449,40,2794.832563
-3820.555643,40,2794.900872
-5126.323186,40,2794.969486
-4261.556615,40,2795.038199
-4490.528984,40,2795.107776
-3820.475798,40,2795.17735
-4407.891756,40,2795.245941
-4047.610475,40,2795.317691
-3823.653058,40,2795.386364
-4545.859681,40,2795.457039
-4408.445934,40,2795.525451
-4745.842154,40,2795.594089
-4391.139125,40,2795.663227
-4548.092738,40,2795.729833
-4697.247268,40,2795.79854
-4327.835503,40,2795.8666
-4355.233371,40,2795.935997
-4411.330895,40,2796.006944
-4735.648036,40,2796.077273
-4736.010864,40,2796.145508
-3820.07434,40,2796.214424
-4779.315804,40,2796.281742
-4904.494207,40,2796.350677
-4778.757635,40,2796.419775
-4286.218669,40,2796.488594
-4214.46878,40,2796.556498
-4758.467201,40,2796.625474
-4597.713838,40,2796.695674
-4603.112263,40,2796.763055
-4017.373006,40,2796.830806
-4266.080432,40,2796.89907
-5322.682427,40,2796.969354
-4233.688505,40,2797.038517
-4445.708883,40,2797.108448
-4779.421389,40,2797.176898
-4084.721029,40,2797.245939
-4416.571702,40,2797.314257
-4494.757521,40,2797.387395
-4354.211833,40,2797.457508
-3980.660036,40,2797.527122
-3959.114317,40,2797.595378
-3959.505692,40,2797.664842
-4495.028662,40,2797.733464
-4085.67075,40,2797.802673
-4495.246099,40,2797.874707
-4509.549033,40,2797.943795
-3558.544728,40,2798.01264
-3537.311168,40,2798.083674
-3785.638031,40,2798.15289
-3662.252233,40,2798.221664
-3720.461776,40,2798.291422
-3558.276167,40,2798.359842
-3844.324311,40,2798.429061
-3558.209493,40,2798.496559
-3819.034772,40,2798.565012
-3302.732241,40,2798.632193
-3536.832521,40,2798.700999
-3537.818221,40,2798.771414
-3331.619628,40,2798.840302
-3537.139425,40,2798.910346
-3900.852674,40,2798.980142
-3558.064377,40,2799.048715
-3594.619831,40,2799.115837
-3332.025586,40,2799.183569
-3542.924601,40,2799.253212
-3536.790795,40,2799.322441
-3615.662401,40,2799.39103
-4253.680055,40,2799.464315
-3749.855812,40,2799.531783
-3748.602869,40,2799.59992
-3270.216021,40,2799.667211
-3270.890833,40,2799.735698
-3078.98385,40,2799.80283
-3116.81441,40,2799.872253
-3079.853397,40,2799.940251
-3271.357704,40,2800.009842
-3271.259346,40,2800.078114
-3270.348881,40,2800.149245
-3396.88072,40,2800.216838
-3037.141909,40,2800.285661
-3270.385773,40,2800.355306
-3981.292515,40,2800.42597
-3270.190845,40,2800.495837
-3036.177635,40,2800.56405
-3427.672039,40,2800.633813
-3270.823887,40,2800.702126
-3551.911485,40,2800.772446
-3758.157635,40,2800.84364
-3552.482508,40,2800.9126
-4067.268911,40,2800.982143
-3531.251948,40,2801.052058
-4087.115247,40,2801.121549
-3291.663138,40,2801.19118
-3978.643772,40,2801.260061
-4028.557006,40,2801.329163
-3206.118124,40,2801.397902
-3085.762356,40,2801.466315
-3290.953574,40,2801.538007
-4097.782022,40,2801.607264
-4097.379234,40,2801.676741
-3293.488749,40,2801.743891
-3088.382079,40,2801.812138
-3826.028298,40,2801.879682
-3340.009808,40,2801.948251
-3290.906203,40,2802.017667
-3552.713479,40,2802.087809
-4087.427969,40,2802.156024
-3291.701361,40,2802.229424
-4097.148729,40,2802.296659
-3598.914071,40,2802.365226
-3182.192791,40,2802.434654
-3601.077489,40,2802.504778
-3506.320309,40,2802.585937
-3455.582612,40,2802.654014
-3533.803616,40,2802.736101
-3583.756522,40,2802.804293
-4048.34293,40,2802.887553
-3789.755807,40,2802.961317
-3788.911265,40,2803.039733
-3582.697719,40,2803.118116
-4322.060294,40,2803.188167
-4098.222339,40,2803.269845
-3458.823644,40,2803.337431
-3290.485392,40,2803.41841
-3087.477605,40,2803.485799
-3291.106475,40,2803.566964
-2874.009,40,2803.634168
-3672.918845,40,2803.715011
-3197.815104,40,2803.787331
-3607.441503,40,2803.861805
-3062.080386,40,2803.929663
-3597.754821,40,2803.997357
-3550.624421,40,2804.064817
-3823.204853,40,2804.132775
-3036.622725,40,2804.202151
-3085.655516,40,2804.271371
-3497.893073,40,2804.339809
-3547.783687,40,2804.412825
-4019.906233,40,2804.482187
-3086.280265,40,2804.550419
-2927.980298,40,2804.620307
-3084.952284,40,2804.689396
-3582.760611,40,2804.759255
-4061.664056,40,2804.827528
-4481.487279,40,2804.897866
-3952.69153,40,2804.966151
-3454.554966,40,2805.037719
-3036.475316,40,2805.110434
-3190.255967,40,2805.17902
-3087.690801,40,2805.249305
-3506.430238,40,2805.318882
-4047.391503,40,2805.389353
-3507.832036,40,2805.460019
-3505.218057,40,2805.52876
-3293.91436,40,2805.597096
-2977.473453,40,2805.666604
-3778.456063,40,2805.735747
-3036.42561,40,2805.80798
-3762.581307,40,2805.877241
-3189.598329,40,2805.94665
-3581.205695,40,2806.014397
-3085.149115,40,2806.083427
-3086.611175,40,2806.151935
-3088.019796,40,2806.221149
-3342.21265,40,2806.291243
-3550.331261,40,2806.359166
-3505.656263,40,2806.428354
-3036.425653,40,2806.499127
-3491.372611,40,2806.567976
-3457.892921,40,2806.636369
-2874.761984,40,2806.70597
-3552.068193,40,2806.774281
-3508.238523,40,2806.854902
-4020.357153,40,2806.927662
-3806.951594,40,2807.003382
-3549.485851,40,2807.073697
-3086.767363,40,2807.141932
-3035.399866,40,2807.211828
-3086.913562,40,2807.279362
-3600.354161,40,2807.347033
-3035.76873,40,2807.417891
-4547.115085,40,2807.488877
-3213.340234,40,2807.557032
-3086.616697,40,2807.625398
-3086.254867,40,2807.6947
-3807.822873,40,2807.763871
-3505.921063,40,2807.831728
-4548.566281,40,2807.90458
-3455.373131,40,2807.973287
-3212.791333,40,2808.04208
-3162.286288,40,2808.11013
-3035.629174,40,2808.178543
-3161.756319,40,2808.248235
-3999.642842,40,2808.317323
-3162.933028,40,2808.38651
-3211.765468,40,2808.456205
-3212.462577,40,2808.524601
-3288.908085,40,2808.594105
-3531.04279,40,2808.661941
-4012.623729,40,2808.729711
-3421.9036,40,2808.797677
-3058.239633,40,2808.865794
-3212.584331,40,2808.935334
-3191.778746,40,2809.00339
-3210.197871,40,2809.074175
-3298.135465,40,2809.142367
-3472.728631,40,2809.211295
-3191.302926,40,2809.282182
-3211.873792,40,2809.35277
-3580.459234,40,2809.421295
-3631.587886,40,2809.490049
-3580.966611,40,2809.557709
-3464.214038,40,2809.626016
-3161.886693,40,2809.693582
-3631.855162,40,2809.802264
-4145.019296,40,2809.87428
-3631.781313,40,2809.942934
-3212.409123,40,2810.016198
-4561.000955,40,2810.085313
-3429.62505,40,2810.154701
-3731.415915,40,2810.223016
-2802.090045,40,2810.291981
-4118.981195,40,2810.360355
-5999.302188,40,2810.430167
-4405.103187,40,2810.500208
-4524.795811,40,2810.569108
-4035.004771,40,2810.638807
-3559.705696,40,2810.709462
-4563.481802,40,2810.778385
-4508.025522,40,2810.846545
-5032.139866,40,2810.91635
-4640.61084,40,2810.984683
-5361.271982,40,2811.055864
-4885.09117,40,2811.124291
-4843.618942,40,2811.193806
-4666.606783,40,2811.262041
-4847.284265,40,2811.331081
-4398.606846,40,2811.404876
-4824.015341,40,2811.474622
-4068.768326,40,2811.542259
-4017.704964,40,2811.609326
-3992.372437,40,2811.676873
-4548.980255,40,2811.744277
-4598.890999,40,2811.812105
-3941.412697,40,2811.880662
-4465.474103,40,2811.950177
-4725.673287,40,2812.018761
-4620.035405,40,2812.092733
-4516.002754,40,2812.16011
-4149.793645,40,2812.231325
-4796.726702,40,2812.303356
-4064.069172,40,2812.373313
-4412.103393,40,2812.442684
-4461.702441,40,2812.511718
-4706.666011,40,2812.581222
-4412.526082,40,2812.650672
-4361.595771,40,2812.720512
-3992.115228,40,2812.793165
-4568.426435,40,2812.863963
-4517.900666,40,2812.934783
-4518.085549,40,2813.005682
-4517.893546,40,2813.077402
-4619.711073,40,2813.147259
-4517.529182,40,2813.217427
-4517.375368,40,2813.304063
-4640.713137,40,2813.377279
-4706.739097,40,2813.448076
-3992.654153,40,2813.520484
-4896.812927,40,2813.589212
-4566.562635,40,2813.659298
-4200.255967,40,2813.727635
-4567.094852,40,2813.795191
-4465.480705,40,2813.862703
-4045.530189,40,2813.93265
-4848.569247,40,2814.001814
-3813.98509,40,2814.070164
-4199.869572,40,2814.138169
-5749.143286,40,2814.207865
-4619.350198,40,2814.277963
-5046.189127,40,2814.346822
-4098.187323,40,2814.419058
-3916.63729,40,2814.48751
-4200.586109,40,2814.556441
-4200.176683,40,2814.624098
-4567.980107,40,2814.693501
-4357.215467,40,2814.760971
-4827.803,40,2814.829734
-4827.621167,40,2814.900791
-4619.47745,40,2814.969537
-4619.559919,40,2815.050686
-3890.966088,40,2815.120407
-4619.238713,40,2815.200734
-4994.090848,40,2815.26881
-5097.737849,40,2815.350237
-4617.895562,40,2815.421057
-4361.791118,40,2815.489184
-4361.534571,40,2815.555597
-4125.416652,40,2815.626523
-4361.055311,40,2815.694902
-4362.0977,40,2815.765066
-4412.451168,40,2815.834202
-4412.825871,40,2815.903831
-4543.511956,40,2815.972633
-4413.296106,40,2816.041305
-4232.43739,40,2816.110837
-4332.398691,40,2816.178749
-4619.42714,40,2816.24825
-4302.308754,40,2816.318295
-4569.396401,40,2816.388027
-5101.899788,40,2816.458265
-4806.171027,40,2816.527387
-4676.492713,40,2816.595995
-4943.156673,40,2816.665199
-4465.071161,40,2816.733439
-4412.666239,40,2816.803323
-4411.587039,40,2816.87182
-4412.436214,40,2816.94033
-4462.800453,40,2817.010598
-4362.392624,40,2817.078687
-4412.596404,40,2817.152205
-4412.207848,40,2817.219262
-4774.624857,40,2817.28848
-4411.812205,40,2817.357846
-4413.70613,40,2817.42883
-4413.210432,40,2817.498161
-4463.367964,40,2817.567174
-4339.143555,40,2817.634313
-4945.739361,40,2817.705932
-4463.205563,40,2817.773471
-4413.366643,40,2817.842197
-4412.436279,40,2817.911127
-4054.734214,40,2817.980643
-4464.943761,40,2818.048881
-4008.520002,40,2818.117479
-4362.145667,40,2818.185238
-4412.544889,40,2818.253783
-4415.05206,40,2818.322604
-4775.394364,40,2818.393521
-4361.196347,40,2818.464801
-4413.157091,40,2818.533231
-5594.210237,40,2818.601126
-5544.660468,40,2818.668276
-5544.430162,40,2818.735788
-4619.314104,40,2818.802598
-5906.442144,40,2818.872118
-4618.997182,40,2818.93963
-4517.203302,40,2819.008187
-5597.220645,40,2819.078091
-4517.865921,40,2819.150159
-4467.389468,40,2819.218881
-4569.322937,40,2819.289473
-5700.648686,40,2819.359456
-5484.116399,40,2819.431027
-4467.235603,40,2819.501817
-4567.056952,40,2819.571947
-5045.267046,40,2819.64172
-4413.433516,40,2819.709725
-4411.921553,40,2819.816838
-4410.247105,40,2819.888262
-4895.560125,40,2819.95783
-5207.176281,40,2820.026822
-5257.330675,40,2820.096428
-5207.79003,40,2820.165467
-4896.084536,40,2820.233595
-4944.566677,40,2820.303142
-4614.826392,40,2820.370427
-4639.923158,40,2820.440785
-4651.584564,40,2820.511545
-5811.803471,40,2820.580649
-5101.873713,40,2820.648678
-4664.745204,40,2820.717232
-6121.955666,40,2820.784846
-5000.060077,40,2820.852643
-4999.042097,40,2820.920014
-6026.264297,40,2820.988962
-4073.260724,40,2821.056566
-4844.225845,40,2821.124896
-5708.915541,40,2821.196372
-4566.200888,40,2821.266493
-5271.803682,40,2821.335062
-4517.57716,40,2821.403236
-4552.761932,40,2821.471711
-6121.710373,40,2821.539412
-4867.09769,40,2821.608119
-4855.500655,40,2821.675819
-4362.04968,40,2821.745233
-4500.980181,40,2821.813449
-4190.496052,40,2821.884687
-4886.701857,40,2821.952439
-4685.04233,40,2822.022006
-4565.146499,40,2822.089875
-4850.149953,40,2822.158783
-6173.158489,40,2822.227152
-4875.458209,40,2822.29748
-4396.27651,40,2822.367085
-4712.207943,40,2822.435475
-4477.551346,40,2822.504304
-4339.169722,40,2822.574743
-4405.996864,40,2822.643733
-4609.626781,40,2822.713035
-4706.904536,40,2822.781632
-4073.526917,40,2822.856194
-4396.277301,40,2822.928233
-4218.860826,40,2822.995735
-4872.000686,40,2823.064591
-4939.092772,40,2823.134473
-6114.73281,40,2823.205949
-4956.060401,40,2823.277113
-4716.829344,40,2823.346263
-4525.951493,40,2823.427544
-4453.49813,40,2823.495851
-3747.419559,40,2823.564901
-3949.69565,40,2823.633384
-4871.070096,40,2823.701913
-5297.664805,40,2823.768909
-3869.944604,40,2823.83657
-4558.193916,40,2823.905063
-4820.233027,40,2823.975731
-4213.80687,40,2824.044302
-5027.662179,40,2824.113674
-4936.311181,40,2824.181297
-4331.716132,40,2824.250695
-4466.356916,40,2824.319871
-4617.394576,40,2824.390773
-4151.447891,40,2824.459474
-4558.764262,40,2824.528786
-5094.256704,40,2824.597731
-4809.09952,40,2824.668615
-4683.887424,40,2824.748877
-4841.503152,40,2824.815902
-4746.633562,40,2824.895805
-4663.123889,40,2824.963691
-4548.162788,40,2825.044609
-4715.936499,40,2825.118039
-4663.35692,40,2825.195357
-4177.233525,40,2825.277384
-4396.346322,40,2825.345285
-4623.473377,40,2825.429444
-3801.756401,40,2825.497698
-4513.535493,40,2825.579391
-4169.994967,40,2825.647782
-4347.369511,40,2825.771385
-4459.231363,40,2825.860417
-4532.660742,40,2825.931621
-3749.735708,40,2826.012805
-4459.869032,40,2826.08917
-4663.198122,40,2826.162244
-4138.620476,40,2826.246297
-4918.590475,40,2826.313501
-4670.93633,40,2826.394225
-4229.518076,40,2826.464937
-4303.994869,40,2826.546008
-4177.840584,40,2826.613176
-4231.986049,40,2826.694763
-4293.911645,40,2826.764757
-4867.088664,40,2826.843652
-4229.088063,40,2826.920382
-4283.88375,40,2826.994031
-4357.944791,40,2827.07518
-4673.91981,40,2827.143271
-4385.617014,40,2827.225408
-4283.256448,40,2827.294487
-4181.230456,40,2827.37637
-4706.454757,40,2827.448042
-4941.089746,40,2827.517279
-4498.867597,40,2827.584698
-4549.954509,40,2827.653096
-5003.861546,40,2827.725399
-4417.822937,40,2827.794151
-4605.949896,40,2827.863745
-5031.052597,40,2827.933073
-4982.897877,40,2828.001583
-4826.649329,40,2828.069573
-4570.791586,40,2828.137761
-4409.738868,40,2828.206527
-4231.280621,40,2828.275743
-4608.930288,40,2828.344536
-4866.684983,40,2828.417933
-4652.68964,40,2828.487706
-4293.118796,40,2828.556291
-3695.866085,40,2828.624202
-4177.210944,40,2828.693244
-4866.402878,40,2828.761547
-4292.870824,40,2828.829943
-5073.987678,40,2828.900473
-4670.678317,40,2828.968171
-4172.572646,40,2829.035313
-4462.357217,40,2829.107994
-4338.366924,40,2829.176506
-3974.527011,40,2829.246571
-4872.187394,40,2829.329605
-4255.734947,40,2829.397486
-4025.226221,40,2829.479261
-4455.158434,40,2829.548865
-4455.544575,40,2829.626671
-4229.004446,40,2829.704518
-4077.847357,40,2829.774208
-4176.28846,40,2829.857064
-4606.040619,40,2829.925387
-4818.97019,40,2830.005882
-4619.508193,40,2830.073313
-4023.047105,40,2830.154685
-4027.328333,40,2830.222124
-4509.7657,40,2830.292137
-4284.146815,40,2830.360829
-4304.626773,40,2830.429977
-4372.218779,40,2830.498357
-4590.277943,40,2830.571481
-4090.625691,40,2830.639808
-4819.288169,40,2830.708736
-4506.860196,40,2830.777164
-4605.574222,40,2830.845884
-3385.324535,40,2830.914119
-3974.171061,40,2830.982255
-4056.775058,40,2831.052114
-4178.064005,40,2831.119932
-3786.180425,40,2831.189207
-4277.20885,40,2831.262058
-4541.325169,40,2831.3312
-4394.403107,40,2831.399348
-4321.675767,40,2831.469603
-4255.461372,40,2831.538071
-4103.993729,40,2831.607323
-4292.881605,40,2831.676724
-4166.503192,40,2831.74559
-4321.579764,40,2831.813435
-4191.936117,40,2831.881329
-5165.474554,40,2831.95212
-4551.964479,40,2832.020089
-4115.814279,40,2832.089473
-4312.343721,40,2832.158653
-4597.011863,40,2832.228158
-4452.427376,40,2832.297023
-4483.025983,40,2832.366987
-4066.31869,40,2832.436055
-4066.135497,40,2832.505659
-4541.674742,40,2832.574073
-4482.417607,40,2832.646236
-4828.671601,40,2832.715472
-4554.130911,40,2832.783981
-4067.720496,40,2832.852917
-3855.520982,40,2832.925175
-3888.832808,40,2832.99431
-3884.260955,40,2833.063174
-4408.1096,40,2833.132188
-4711.091584,40,2833.20031
-3912.442377,40,2833.270674
-3634.071713,40,2833.34194
-4273.966708,40,2833.410931
-3913.42139,40,2833.480041
-3888.412671,40,2833.54864
-3920.08357,40,2833.616531
-3915.509888,40,2833.685864
-3920.941041,40,2833.753498
-3911.404336,40,2833.823487
-4249.739254,40,2833.892363
-3965.232761,40,2833.961173
-4331.616325,40,2834.031526
-3494.040241,40,2834.099539
-4679.37501,40,2834.167527
-3998.174505,40,2834.235414
-4528.622067,40,2834.304589
-4217.645367,40,2834.372954
-3937.796057,40,2834.442912
-4049.227465,40,2834.511473
-4463.878487,40,2834.580062
-4015.989485,40,2834.647043
-3633.794971,40,2834.71791
-4275.549786,40,2834.786802
-4068.01949,40,2834.856185
-3791.941267,40,2834.924234
-4119.279366,40,2834.99305
-3518.992137,40,2835.060029
-3493.276698,40,2835.128525
-4229.040475,40,2835.195828
-4066.435728,40,2835.266197
-4165.12317,40,2835.335027
-4062.82855,40,2835.406729
-4066.501905,40,2835.477092
-3964.08536,40,2835.54466
-4479.247966,40,2835.612077
-4164.902082,40,2835.679914
-3862.200115,40,2835.748383
-3790.415967,40,2835.816189
-3529.158882,40,2835.884622
-4374.24048,40,2835.952932
-3761.125474,40,2836.021302
-3832.527656,40,2836.091053
-4013.587922,40,2836.160556
-4196.508787,40,2836.228689
